video_name;transcription
video027.mp4;subito. Ah sì? Meglio, mi togli il peso di... Tu non sei il solito miliardario. Oh, madonna, bravissima. Se tu fossi stato come tutti gli altri, io piuttosto ti giuro andavo a dormire in albergo, guarda. Sì. Dove dormi tu? Qui. Oddio, che tipo che sei, sempre voglia di scherzare. Io sono un tipo faceto, mi invento le cose. Ah, il campanello del forno forse? No, è di là, è il campanello della porta. Beh, da, tanto ormai. No, no, non apri la porta, è per me, è per me, apro io.
video028.mp4;Che ne dici? Prendiamo le banane? Buongiorno, buongiorno Salve Cortesemente ci dà due banane? Due? Uno Prego Grazie Gentilissimo Grazie Fofò Che c'è?
video029.mp4;Scusi, un tabaccaio? Io qui dietro per avere soldo devi gridare Devo gridare, è soldo? Sì, è soldo Vabbè, grazie Buongiorno! Mi dà una marca da bollo da 20 euro? Oh, oh, oh! Che razza di maniera di gridare? Che stai a casa tu?
video030.mp4;Posso provare? Sì, vai Dimmi com'è, tanto tu non hai neanche cenato Quindi È fredda Ma non è fredda, è fresca No, tu poi aspetti Possiamo mettere i gonfiabili dentro Dai Dai che ce la fai Eh vabbè è fredda È anche sera adesso Domani mattina col sole si sca... Fa-
video031.mp4;ti faccio assaggiare per la prima volta un frutto esotico che fa benissimo si chiama avocado dai prova amore
video032.mp4;Passò, no? No, ce l'ha prendita la sposa, eh. Così c'è.
video033.mp4;Ecco, ecco in vantaggio Massi, Massi che corre, primo tra tutti, via, gira i 50 metri, avanti, avanti sempre Massi, Bobo recupera, all'ultimo, ecco, ecco, sì!
video034.mp4;le mani va bene chi la fa cadere deve fare una penitenza le flessioni anastasia vanessa però devi anche considerare che lei è piccina è pronti anastasia 5 flessioni vai 1
video035.mp4;vediamo quante persone mi diranno ciao andiamo
video036.mp4;Oggi mi trovo all'Istituto dei ciechi di Milano. Fingerò di essere cieco e attraverserò le strisce pedonali. Vediamo chi si ferma.
video037.mp4;metterò dei rifiuti qui davanti e dietro c'è un cestino vediamo chi sarà disposto a metterli dentro celebreremo tutti con i miei complici per chi li butta bravissima bravissima posso stringere la mano? questo spazzatore l'ho messa io per vedere chi la raccoglie
video038.mp4;La scena è un po' inquietante, le ragazze si stanno contendendo un osso di mucca e Nandina sa che potrebbe essere la prossima, quindi ha molta paura. Tieni Giuseppe, dai, tiè. Eh Nandi? Mamma mia che paura! Vabbè in realtà era un osso di mucca che stava qua sotto terra da 700-800 anni, però è un po' inquietante come scena.
video039.mp4;Ehi, oggi pago io, sei il mio ospite, pago io, basta. E paghi tu, va bene. Troppo bello qua, mi piace il posto, è bello, salve.
video040.mp4;sei pronta sembra che ce l'hai già tu l'attreccina fucsia in testa come ti chiami anita anastasia anastasia due stili diversi hanno questa treccia vane tutto ok il piedino brucia un po adesso andiamo a casa e ti disinfetto. Come va signorina? Tutto ok Ani? Sei in sofferenza? E' bellissima Anastasia! E' vero, non sono bella, non sono male. E' bellissima!
video041.mp4;Anche quest'anno Capodanno si è aperto con il tradizionale bagno in mare. A Pesaro circa 60 hanno assaporato il gusto del mare baciati dal sole dando il benvenuto al nuovo anno. Così alle 12 di ieri si è aperto il Capodanno pesarese, un'iniziativa per chi ama la tradizione ormai diventata famosa non solo nella città di Rossini ma in tutte le marche, dunque battuti tutti i record del primo giorno.
video042.mp4;brucia vedi stanno tornando loro guarda hanno lavato le manine e ritornano Non solo alla pancia sa ma al viso alle braccia tutta bianca sei adesso
video043.mp4;Posteriore. Posteriore. Arriva un'altra medaglia per Sara Luconi, atleta ipovedente di Castiglion Fiorentino della Energym Taekwondo Arezzo, che sabato scorso ad Arezzo ha conquistato l'ennesimo podio ai campionati italiani di Para Taekwondo, laureandosi vice.
video044.mp4;La grana, e non fare scherzi, forza, bellezza Sta buono Lasciatemi stare Ti credi ?
video045.mp4;di mattina di sabato a Marotta, non lontano dal locale Mew Disco Dinner. Un'alba di sangue e di tensione dove si è consumata una maxirissa fra decine di persone, c'è stato un accoltellamento e c'è stata una plateale aggressione a due carabinieri intervenuti in numero e con attrezzature non adeguate ad arginare una folla fuori controllo. Un parapiglia ampiamente documentato da una serie di video di smartphone postati in rete che hanno fatto il giro d'Italia provocando sdegno tra
video046.mp4;al nostro comando vocale che ore sono? sono le 23.47 come vedete è giusto, sono le 23.47 ora chiediamo un'altra cosa al nostro controllo vocale chi ti ha programmato? mi ha programmato Germano Zambelli chi sei? Germano Zambelli ora vi mostrerò come possiamo accendere il led vocalmente
video047.mp4;Pronto? Pronto? Oddio, oddio, cosa posso fare? Dite voi cosa posso fare? Sono qui da sola, non ho nessuno, aiutatemi. Parte con un annuncio sconvolgente, la telefonata di un truffatore che chiama un anziano fingendosi un maresciallo e gli comunica che un suo congiunto, nella maggior parte dei casi un figlio, ha causato un grave incidente stradale. Una notizia che suscita apprensione nel pensionato che viene subito rassicurato.
video048.mp4;È iniziato tutta una mattina, quando, nel solito chiasso, la prof ridò. Insomma, basta! Io vorrei che almeno per una volta, una volta, ci foste voi al nostro posto. Quanto lo vorrei! Ma non c'era proprio niente da ridere, perché quello che successe dopo ha dell'incredibile. Come per incantesimo, quelle parole si avverarono e allora ne vedemmo delle belle.
video049.mp4;che lega questa scuola professionale Galdus e l'istituto superiore Lagrange la prima, l'istituto professionale offre a ragazzi questa preparazione di tre anni per avere una qualifica di operatore edile la seconda invece è una scuola che da tempo aspettava degli interventi di manutenzione e non poteva permettersi quindi che cosa succede? Succede che gli studenti anzi la scuola professionale ha deciso di offrire mano d'opera gratuita in cambio di un'esperienza sul campo per i ragazzi, sapete che i ragazzi se devono studiare come operatori edili devono fare teorie ma devono fare anche pratiche perché non farla sulla scuola che ha bisogno intervenire
video050.mp4;virtuale ed assolutamente ecologico si muove sui loro piedi e su quelli dei loro accompagnatori a trento attualmente sono 12 le scuole primarie interessate con 2.000 alunni adesso c'è una novità in più sperimentata ad esempio a meano e vela il pedibus è diventato tecnologico grazie ad una app elaborata
video051.mp4;adesso come si fa bravo bravo bravo la freccia per tornare indietro, oh finalmente qualcuno l'ha usata
video052.mp4;Ma... Se una bambina quella se ne accoglie, sono un povero disgraziato, non ci credo. Un povero disgraziato, non ti preoccupare, ci crederà. Intanto si tratta di fare ricco solo per poche ore. Guarda qua, quando sei bello, magro, hai tante. Io vorrei sapere da te che cosa ti manca per fare ricco. I soldi che mi mancano. Non scherzare, vai, vai, vai, vai, vai, vai, vai, vai. Vai, vai, vai, vai, vai, vai, vai. Devo andare o non devo andare? Devi andare, ma devi aspettare. Ti vuoi presentare così dalla bambina a mani vuote? Ecco, poi. Un piccolo pensierino. Alla faccia del pezzierino, un guindale questo.
video053.mp4;Desidera? Sono il commentatore Nicola Caloro, ho riservato un appartamento per me. Sì, la 225 e 226, si accomodi. Si accomodi. Si accomodi. E si accomodi, se no mi dà la chiave, com'è? Ma porta il facchino, signore. Ah, il facchino. Hai visto che sventola, mica è scemo. Vuoi bere qualcosa, Dio? Entri. Eh sì, direi che un whisky, diciamo, per festeggiare la parentela stretta.
video054.mp4;ragazzi, primo giorno di mare, pensavo non ci fosse nessuno e invece è pieno il parcheggio è pieno, guardate quante macchine, guardate secondo me dopo non troviamo più la nostra mamma, secondo me dopo non troviamo più la macchina, ti ricordi quella volta? quale? non trovavamo più la macchina ma ti ricordi che qua a Sant'Eodoro tutte le macchine sono uguali alla nostra? sì Nel parcheggio c'erano 15 500 grigie.
video055.mp4;Com'è? Super ghiacciata? È bella freschina, eh! Occhio, bimbe, perché l'acqua è ghiacciata, state attente! Papà è andato, io no! Non mi fissate, eh! Come va? No, va a metà, per favore, lo sai che non può!
video056.mp4;vado a prendere. Dov'è? Fai vedere. Mamma tu questa fobia degli insetti Vanessa è un insettino non ti fa nulla. Amore aperitivo? E cosa mangi? I prodotti sardi, il pane carasau, il pecorino in crema, un salame buonissimo che troviamo solo qua. Come stai? Stai un po' meglio? Sei stanca oggi? Dopo andiamo ancora a cena e questa sera Grazie.
video057.mp4;abbastanza casata casata appunto giusto ecco anastasia che mangia la super pizza buonissima della del ristorante come amore è buona vero tu mangi solo questa quando veniamo qua invece proprio ha preso le cozze ragazzi che sono una favola c'è un profumo ve lo vorrei trasmettere ma non posso e per venesse una pasta tipica sarda che sono i malloredus alla campinadese cioè col sugo della salsiccia sarda buonissimi e che mi faceva sentire la notte
video058.mp4;tua. Mancano 20 minuti. Ti sei addormentata? Hai una macchina a faccia? Sembra che ti abbiamo preso a Puglia, che roba. È vero, non sto scherzando. Vediamo la Stasia cosa fa in treno in viaggio con le cuffie. Indovina la canzone, il titolo del gioco.
video059.mp4;Ragazzi, in gondola Venezia per la prima volta, sei contenta amore? Vanessina è il nostro gondoliere Relax, un po' di relax Contente amore? Sì, è andata un po', ha ondeggiato un po' Sta ballando, vero? Sì Cosa vuoi a bella? Ti stai rilassando, va Ani?
video060.mp4;ti sei innamorata di questa sabbia che è una sabbia che non si attacca vero ed è piacevole si appiccica perché sei bagnata ovvio ora è un po bagnata
video061.mp4;Ma cosa urlano? Cosa c'è? Cosa c'è? Cosa c'è? Perché urla? Ma cosa hai fatto? Vanessa hai fatto cadere il telefono? Ma si è distrutto sicuramente? No, no, no, no, no, non ci credo. Questo è un iPhone 13 Pro, io l'avevo appena regalato. Avete visto? Avete visto? Adesso tu sei rimasta senza telefono e adesso tu mi dai il tuo telefono e te lo sequestro.
video062.mp4;prego signora a disposizione stavo cercando una gola è quanto ne vuole tutte fatta quella che mi piace più ottima scelta signore questo va pure a me bella la taglia questa e quanto vuoi per questa gonna a te 15 euro signora vai quanto 15 euro 15 mezzo vabbè e la mutanda per vedere questa mutanda a te 10 euro signora total 25 vai senti ma se le compro tutte e due mi fai uno sconto
video063.mp4;chi vuole fare delle domande a gigi che capirai che è ok benedetta del genio della lampada di aladino a e già io doppia i geni della lampada ma adesso ci vorrebbe la base comunque cerco di ricordare un po le parole nemmeno coi 42 il ladrone alibaba eric quanto il cielo tagliata
video064.mp4;amore poverino che aveva promesso che era la sorella migliore del 2025 amore in realtà è mio ma fa niente grazie che carino no amore va bene così no amore sei tranquilla grazie Ani
video065.mp4;Studentesse e studenti che hanno conseguito il diploma di maturità con il massimo dei voti sono stati premiati questo pomeriggio nella sala giunta di Palazzo San Giacomo dal sindaco Gaetano Manfredi e l'assessore alle politiche giovanili Chiara Marciani. Sono i 96 protagonisti dell'iniziativa Napoli 100 e Lode, istituita dalla giunta comunale per celebrare il merito e l'impegno dei ragazzi napoletani. Ai più meritevoli è stata assegnata una borsa di studio del valore di 120 euro. In una società in continua evoluzione, ha detto il sindaco Manfredi, le competenze servono a far fronte ai cambiamenti.
video066.mp4;è questo? Lietta cara, ti ho regalato l'orologetto che tu aspettavi da tanto tempo. Grazie, molto grazie. Adesso lo fai tu a me un regalo. Ma Peppino, ti pare che me lo devi ricordare? L'ho già preso il pullover, caro. No, cara, no, non intendevo il pullover, tu sei sempre tanto carina con me. Ma... Leviamola la buon'anima di lì, leviamola. Uffa. E uffa, uffa, ma quello o mangio, o bevo, o leggo, o c'è gente qua dentro, mi guarda sempre, mi sta sullo stomaco e una spada di Damocle, via! Peppino caro, questa è una tua fissazione, Antonio era così buono, così mite, così tranquillo, è una mania!
video067.mp4;Che mestiere fai? Sentite, per cortesia, vi ho pregato, non mi toccate, non mi... No, no, dico tu, tu, che mestiere fai? Io ho ben capito, questo tu, scusate. Mi lascia fare, ci conosciamo da cinque minuti. Ma io non ci tengo. Ma ci tengo io, se non ci chiedete voi. Sono democratico. Non mi piacciono le confidenze, non mi... Democrazia. Sentire, toccare, come lo devo fare? Ah, neanche io, poi sicuro mi tocca. Meno male, allora siamo d'accordo. E tanto per vostra norma e regola io non faccio nessun mestiere. Ah, bravo. Disoccupato. Disoccupato? Ma chi disoccupato? ma no signore esercito una professione maresciallo maresciallo esercito
video068.mp4;Salve. Salve, buongiorno. Buongiorno. Avevo trovato questo volantino. Sì. Volevo delle informazioni per quanto riguarda la palestra, insomma per... Che cosa fate? Cose di peso insomma per diventare grosso. Massa muscolare. Allora sei nel posto giusto, l'unica cosa ricordati di non provocare i ragazzi più grossi di te. Ok. Allora guarda, in questa quale se puoi fare diverse cose
video069.mp4;Allora, fammi vedere un po', fammi un po' le flessioni, vediamo come stai messo. Giù, te ne metti giù, pompi, stai flessioni, dai, ma che sei storto, dai. Che è? Lavo, devi far cento, eh. Che è sulle ginocchia? Oh, lavo! Ma quanto sto scemo. Dai, dai, alzali, alzali, su. Fammi un po' vedere come dai cazzotti, vai. Che è? Lavo, è una mano, eh, vai.
video070.mp4;Lasciatemi. Vi accompagno a casa. No, lasciatemi, mettetemi giù. Va pure dove vuoi. Sì, signore. Ritorno da Madame Talien. Dove vuoi. Sì, signore. Sì, madame.
video071.mp4;la gamba e scavalcare brava vai l'hai toccato no non so neanche un pezzettino miglior ok un'altra volta alza il piede tanto tanto brava avanti no ferma ferma un po' a sinistra ok e adesso Posso girarmi un po'? Dov'è? Ah, se mi spaventa. Troppo? Ok. Avanti.
video072.mp4;Albi, perché lasci sempre in giro le tue cose, dai là?
video073.mp4;Buongiorno. Ho paura. Di cosa? Che sia troppo presto. Perché, che ore sono? Ma non fare lo stupido, ho paura che sia presto per lui. Io non so niente, anche mamma mi ha avuto giovane, figurati lei è contentissima. Va bene tua madre. Non voglio sbagliare con lui. Ma puoi non pensare che mia madre sia stata meglio con me. Saremo meglio i nostri genitori.
video074.mp4;vai, bravissima, bene bene, con calma, i denti si lavano con calma, altrimenti si abbassano le gengive e ti cadono tutti come le vecchiette, brava, ma brava amore mio, due minuti, lavali piano piano, come ti piace? Sì? Che senti?
video075.mp4;Siamo alla villa comunale di Chieti con la telecamera di Diego Martelli. Nevica ci sono diverse persone e soprattutto diversi bambini che si stanno divertendo con la coltre bianca. Mi sto divertendo. Con me ti stai divertendo? Sì, con te e con la neve. Previsioni rispettate anche a Chieti dove da ieri sera nevica e la città si è colorata di bianco. Oggi scuole chiuse tramite l'ordinanza del sindaco Ferra.
video076.mp4;Ecco il topo. Due UFO, dentro i quali ci sono nascosti due alieni. Un UFO è blu, un UFO è verde. Ora li dobbiamo immergere nell'acqua, così assisteremo alla nascita dell'alieno. Mettilo nell'acqua, mettilo nell'acqua. Io, io. Vai, vai Mira, vai. Oh, vai, vai, vai, metti, metti, metti, metti. Oh, guarda. Vai, metti anche tu Mira.
video077.mp4;cristian è pronto qui non ci posso credere non mi dite si è addormentato sul pavimento cristian ma sta scherzando a fare sul serio cristian cristian
video078.mp4;Vane, stai facendo i compiti? Sì, sì. Sì? Sì. E cosa stai facendo? È imperfetto di mangiare. Ah sì? Fammi vedere. Brava, brava, è così che fai i compiti, vero? Sì. Guarda Vanezza mi arrabbio eh, fai i compiti.
video079.mp4;Secondo me è un po' sta storia della prova di evacuazione che ti ha impressionato. Ma tu l'hai sentito allo scienziato giapponese? No. Ha detto che il Vesuvio erutterà, è sicuro. Ah sì? Ha detto pure a chi ora? Tu scherza.
video080.mp4;Mandiamole una foto, un video. Bene. Bello. Ciao. Ciao. Come stai? Tutto bene, stiamo studiando per il compito di domani che tu ti sei scampata proprio in tempo e abbiamo trovato il libro tuo preferito, quello che ti piaceva tanto. Sì, infatti accettiamo consigli da te. Ciao. Certo che te vi sorridere
video081.mp4;Come ti è uscito il risultato dell'ultimo esercizio? Meno 4. Ma come mi è uscito il 23? Posso? Sì. Prova a ripare qui, perché qui è sbagliato. Io la matematica non la capisco proprio comunque.
video082.mp4;Scusi signore, per favore, mi puoi aiutare a lasciarmi le scarpe? Per favore, grazie mille. Che ti è successo? Ho avuto un incidente e ho perso le mani. Ha perso la mano? Sì. Grazie mille. Tu sei dell'Africa, Guinea? Sì. Tu? Io abitavo qua, adesso abito in Francia, Lione. Di dove sei in Francia? Francia, Lione. Ah, di Francia. Grazie mille, grazie a voi.
video083.mp4;Andiamo a portare il paninetto a Vanessa.
video084.mp4; AH brucia prendi qualcosa, prendi qualcosa, questo, no mi fa malissimo.
video085.mp4;su che ce la puoi fare a salire dai ma dai sei rimasta impigliata dai indietreggia un po avane se no come fa a salire c'ha le gambe corte ole niente non ce la può fare ti aiuto dammi il braccio questa ride no dai
video086.mp4;e tu perchè gli spruzzi? cos'hai fatto? mi sono fatto male qui ma dove? ma sei caduta? ma adesso? ma sei inciampata nella canna? ma dai fai ferma ti fa tanto male è caduta mi sembrava strano che oggi non succedeva niente vieni fuori a darmi una mano per favore muoviti che ieri a te ti ha aiutata quando ti ha appunto la ape amore dai Vane aiutami ma tu sorella gli fa male la gamba
video087.mp4;vieni che proviamo a toglierlo allora amore proverò a fare come ha fatto alessia sabato sera perché ragazzi dovete sapere che anastasia sabato sera perso un dente e oggi è martedì quello là è vero oggi è martedì no però ti devi avvicinare e devi fare come hai fatto con ale cioè si ma non so se sarò capace anni se fai così io non te lo toglierò mai e poi speriamo Speriamo di non sbagliare dente, di non toglierti quello.
video088.mp4;Mamma, se riesco, riesco a fare una botta? Un botto? No, non è così. Sembrava che c'era il gas. Come fai? Mi parla ancora. Ma che te l'hai insegnato? Ma che... Ma che forte, ma mi insegni? Ma che fighissima, sta cosa! Devi piegare, poi devi girare, devi tenere questo pezzo, piegarlo così, tenere piano e fare così ma è fortissimo brava grazie mi sono spaventata
video089.mp4;Allora noi non pensiamo ai nostri pensionati che magari mangiano acciughe, non pensiamo ai nostri pensionati che magari per andare avanti mangiano sardine. Allora io ho pensato che sia giusto, qua c'è una spigola, la spigola del primo d'aprile, questo serve al Presidente della Chiesa che mangia spigoli e non mangia agli altri, ai nostri pensionati, ai nostri disoccupati. Collega Bonanno, la richiamo per la seconda. Collega Bonanno, lei è espulso dall'aula. Allontanate il collega Bonanno dall'aula. Forza, forza.
video090.mp4;Scusi, signore, ma che giorno è oggi? Che giorno è? Il 4 dicembre. Allora sono che stiamo in regola. Ma cosa dice? Avevo dato appuntamento davanti a casa mia a un mio collega che mi aveva in tutta buona fede convinto a seguirlo in quella tragica avventura. Il P.I., perito industriale Guido Colsi. Purtroppo era un famoso ritardatario da competizione. E molto che attende? No, ma è che qui fa un po' freschino
video091.mp4;Era un terrificante Savoia Marchetti, 1915, in tela cerata. Precipitato dodici volte negli ultimi due conflitti mondiali. E rifiutato ormai con orrore da tutte le compagnie del mondo. Oh, vi volete sbrigare che dobbiamo partire, cazzo? Andiamo, stessi! Non pigliare! Porca puttana che si rompe!
video092.mp4;Vieni a vedere chi sta pilotando l'aereo. Ma scusi, ma perché non c'era lei per... No, no, no, no, va di lì, va di lì, va di lì, va di lì. Eh, va bene. Va di lì. Allora vado a vedere. Torna a posto, cazzone, o ti rompo la scopa in testa. Io, io stavo verificando... Sto con la ragione! E che tanto che...
video093.mp4;girettino sulla Ferrari allora ti aspetto a casa non andare veloce vai piano perché ti danno la multa ti tolgono la patente cosa vuoi? come fai a dire che a lei ho preso che cosa e a te niente che ho speso una barca di soldi per te ma non ti piacciono no le patatine al mais ti piacciono no non so quanto costano 35 ma va quello è il numero scusi Grazie a tutti.
video094.mp4;Perdonate cittadina La colpa è stata mia Avete ragione Chiedo scusa ma vorrei essere la vostra dama Non è questo nel momento nel posto No intendo solo per pochi istanti finché non siamo dentro Vedete devo entrare e non ho cavaliere Vi prego perdonatemi non avrei dovuto Andiamo
video095.mp4;Permesso, professore De Francesco, vi vuole il preside? Vuole me o vuole tutti quanti? Vuole voi, lei. E allora, dica lei! State buone che torno subito. La signorina Laprua mi diceva che è stata costretta a uscire dai classi perché lei invece di rimanere nei limiti del suo corso avrebbe fatto delle relazioni di natura e...
video096.mp4;Andiamo, brava, biscotto, buona buona buona buona buona, shit
video097.mp4;Appendiamo. Questa è una sfida che ci hanno suggerito. Seguite le mie istruzioni, ok? Tutte pronte? Ok. Mani in su. 3, 2, 1, via. Appese. Come prima cosa, ginocchio al petto. 1, 2, 3, 4, torno giù piano.
