video_name;question_order;principal_dimension;question_text;diagnostic_label;complexity_level;principal_label;auxiliary_labels;entity;event;inference;objective_criterion;evidence_scope;evidence_units;information_explicitness;temporal_dependency;dimension_combination
video004.mp4;2;temporale;Cosa viene ordinato prima al cane, 'due' o 'spin'?;T1;1;T1;;"cane; comando «due»; comando «spin»";"evento A: viene impartito il comando «due»; evento B: viene impartito il comando «spin»";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video004.mp4;3;causale;Perché il padrone dice al cane 'incrocia bene'?;C1|T0;1;C1;T0;"padrone; cane; posizione delle zampe o postura da incrociare";"effetto da spiegare: il padrone dice al cane «incrocia bene»; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto; individuare un antecedente o stato direttamente osservabile/esplicitamente disponibile; verificare il nesso causale senza attribuire intenzioni o motivazioni non supportate";nesso causa-effetto fisico, sistemico o comportamentale direttamente osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""causale"", ""temporale""]"
video005.mp4;1;spaziale;Dove viene inserito il beccuccio della lozione?;S1|T0;1;S1;T0;"beccuccio della lozione; orecchio o condotto auricolare del cane; lozione";"evento: inserimento del beccuccio della lozione; posizione anatomica di inserimento";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video005.mp4;2;temporale;Il massaggio viene fatto prima o dopo l'applicazione del detergente auricolare?;T1;1;T1;;"massaggio; detergente auricolare; orecchio del cane";"evento A: viene effettuato il massaggio; evento B: viene fatto uscire il detergente auricolare";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video005.mp4;3;causale;Perché il massaggio all'orecchio del cane produce un suono?;C1|T0;1;C1;T0;"massaggio; orecchio del cane; detergente o liquido auricolare; suono prodotto";"effetto da spiegare: il massaggio all'orecchio produce un suono; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto; individuare un antecedente o stato direttamente osservabile/esplicitamente disponibile; verificare il nesso causale senza attribuire intenzioni o motivazioni non supportate";nesso causa-effetto fisico, sistemico o comportamentale direttamente osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""causale"", ""temporale""]"
video006.mp4;1;spaziale;Dove parla il ragazzo che dice 'pizza'?;S1|T0;1;S1;T0;"ragazzo che dice «pizza»; luogo in cui parla";"evento: il ragazzo pronuncia «pizza»; localizzazione del ragazzo durante l'enunciato";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video006.mp4;2;temporale;Chi saluta per primo, l'uomo con la maglia bianca o quello con la maglia verde?;T1;1;T1;;"uomo con la maglia bianca; uomo con la maglia verde";"evento A: l'uomo con la maglia bianca saluta; evento B: l'uomo con la maglia verde saluta";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video006.mp4;3;causale;Perché l'uomo decide di non pagare il ragazzo?;C2|T1;2;C2;T1;"uomo che dovrebbe pagare; ragazzo; pagamento";"effetto da spiegare: l'uomo decide di non pagare il ragazzo; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video007.mp4;1;spaziale;Dove si trova Anastasia quando inizia a piangere?;S1|T0;1;S1;T0;"Anastasia; luogo in cui si trova";"evento contestuale: Anastasia inizia a piangere; localizzazione di Anastasia in quel momento";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;2;esplicita;moderata;"[""spaziale"", ""temporale""]"
video007.mp4;2;temporale;La bambina ride prima o dopo essere caduta?;T1;1;T1;;"bambina; caduta";"evento A: la bambina ride; evento B: la bambina cade";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video007.mp4;3;causale;Perché Anastasia piange?;C1|T1;1;C1;T1;Anastasia;"effetto da spiegare: Anastasia piange; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto; individuare un antecedente o stato direttamente osservabile/esplicitamente disponibile; verificare il nesso causale senza attribuire intenzioni o motivazioni non supportate";collegamento causale diretto tra un antecedente esplicito e una conseguenza esplicita, con al massimo due unità di evidenza;two_intervals;2;parzialmente implicita;moderata;"[""causale"", ""temporale""]"
video008.mp4;1;spaziale;Dove mette 'spesa proletaria' l'uomo con la fascia rossa?;S1|T0;1;S1;T0;"uomo con la fascia rossa; oggetto o denaro chiamato «spesa proletaria»";"evento: l'uomo mette la «spesa proletaria» in un luogo; localizzazione della destinazione";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video008.mp4;2;temporale;La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?;T1;1;T1;;"donna con il grembiule rosso; uomo con il gilet nero; uomo con il completo; piano di fuga";"evento A: la donna con il grembiule rosso arriva; evento B: l'uomo con il gilet nero spiega il piano di fuga all'uomo col completo";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video008.mp4;3;causale;Perché l'uomo con il completo grigio è preoccupato di finire 'elemosinaro'?;C2|T1;2;C2;T1;"uomo con completo grigio; condizione di «elemosinaro»";"effetto da spiegare: l'uomo teme di finire «elemosinaro»; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video009.mp4;1;spaziale;Dove mette i 100 dollari l'uomo col cappello peloso?;S1|T0;1;S1;T0;"uomo col cappello peloso; 100 dollari";"evento: l'uomo mette i 100 dollari in un luogo; localizzazione della destinazione";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video009.mp4;2;temporale;L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?;T1;1;T1;;"uomo col cappello peloso; camera o richiesta di cambio";"evento A: l'uomo viene scambiato per omosessuale; evento B: l'uomo chiede il cambio di camera";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video009.mp4;3;causale;Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?;C1|T1;1;C1;T1;"uomo col cappello peloso; uomini a cui fa riferimento";"effetto da spiegare: l'uomo urla «a me non piacciono gli uomini»; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto; individuare un antecedente o stato direttamente osservabile/esplicitamente disponibile; verificare il nesso causale senza attribuire intenzioni o motivazioni non supportate";collegamento causale diretto tra un antecedente esplicito e una conseguenza esplicita, con al massimo due unità di evidenza;two_intervals;2;parzialmente implicita;moderata;"[""causale"", ""temporale""]"
video010.mp4;1;spaziale;Da dove scende l'acqua?;S1|T0;1;S1;T0;"acqua; punto o struttura da cui scende";"evento: l'acqua scende; localizzazione del punto di origine";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video010.mp4;2;temporale;I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?;T1;1;T1;;"familiari dei pazienti; danni all'ospedale";"evento A: i familiari denunciano i danni all'ospedale; evento B: piove";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video010.mp4;3;causale;Perché i pazienti e i familiari sono arrabbiati?;C2|T1;2;C2;T1;"pazienti; familiari; ospedale; danni o condizioni problematiche";"effetto da spiegare: pazienti e familiari sono arrabbiati; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video011.mp4;1;spaziale;Dove si trova il cellulare?;S0;0;S0;;"cellulare; luogo o superficie in cui si trova";localizzazione del cellulare;"identificare il referente target; recuperare una singola evidenza spaziale direttamente osservabile; restituire la localizzazione senza confronto tra fasi";"recupero spaziale diretto da una singola evidenza stabile; nessun confronto temporale o ricostruzione di stato";single_frame;1;esplicita;nessuna;"[""spaziale""]"
video011.mp4;2;temporale;La figlia si arrabbia prima o dopo aver chiamato il padre?;T1;1;T1;;"figlia; padre";"evento A: la figlia si arrabbia; evento B: la figlia chiama il padre";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video011.mp4;3;causale;Perché la figlia dice al padre 'scandaloso'?;C2|T1;2;C2;T1;"figlia; padre; comportamento giudicato «scandaloso»";"effetto da spiegare: la figlia dice al padre «scandaloso»; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video012.mp4;1;spaziale;Dove viene applicato l'ombretto dorato?;S1|T0;1;S1;T0;"ombretto dorato; parte del volto o della palpebra; applicatrice";"evento: applicazione dell'ombretto dorato; localizzazione della zona di applicazione";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video012.mp4;2;temporale;La base viene stesa prima o dopo l'ombretto sulla palpebra?;T1;1;T1;;"base per il trucco; ombretto; palpebra";"evento A: viene stesa la base; evento B: viene applicato l'ombretto sulla palpebra";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video012.mp4;3;causale;Perché la donna decide di non partire dal fondotinta?;C2|T1;2;C2;T1;"donna che si trucca; fondotinta";"effetto da spiegare: la donna decide di non iniziare dal fondotinta; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video013.mp4;1;spaziale;Dove vengono aggiunti i due cucchiai in più di farina?;S1|T0;1;S1;T0;"due cucchiai aggiuntivi di farina; donna che cucina";"evento: aggiunta di due cucchiai di farina; localizzazione del recipiente di destinazione";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video013.mp4;2;temporale;La donna parla dello zucchero di canna prima o dopo aver rotto le uova?;T1;1;T1;;"donna; zucchero di canna; uova";"evento A: la donna parla dello zucchero di canna; evento B: la donna rompe le uova";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video013.mp4;3;causale;Perché la farina viene messa dopo lo zucchero?;C2|T1;2;C2;T1;"farina; zucchero";"effetto da spiegare: la farina viene aggiunta dopo lo zucchero; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video014.mp4;1;spaziale;Dove va messa la piantina?;S1|T0;1;S1;T0;"piantina; terreno o buca di trapianto; uomo che esegue il trapianto";"evento: collocazione della piantina; localizzazione del punto di trapianto";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video014.mp4;2;temporale;L'uomo trova l'animale trasparente prima o dopo aver piantato la lattuga?;T1;1;T1;;"uomo; animale trasparente; lattuga";"evento A: l'uomo trova l'animale trasparente; evento B: l'uomo pianta la lattuga";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video014.mp4;3;causale;Perché la tecnica di trapiantare solo due dita va bene sulla piantina mostrata?;C2|T1;2;C2;T1;"tecnica di trapianto a due dita; piantina; apparato radicale o dimensioni della pianta";"effetto da spiegare: la tecnica a due dita è adatta alla piantina; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video015.mp4;1;spaziale;Dove fanno esercizi le ginnaste dell'Eterea?;S0;0;S0;;ginnaste dell'Eterea;"evento: le ginnaste fanno esercizi; localizzazione del luogo";"identificare il referente target; recuperare una singola evidenza spaziale direttamente osservabile; restituire la localizzazione senza confronto tra fasi";"recupero spaziale diretto da una singola evidenza stabile; nessun confronto temporale o ricostruzione di stato";single_frame;1;esplicita;nessuna;"[""spaziale""]"
video015.mp4;2;temporale;Quando si è qualificata alla fase nazionale la squadra di ginnaste?;T1;1;T1;;"squadra di ginnaste; fase nazionale";"evento target: la squadra si qualifica alla fase nazionale; riferimento temporale: data o periodo indicato nel video";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;parzialmente implicita;alta;"[""temporale""]"
video015.mp4;3;causale;Perché Alice Caldora è stata premiata nel 2016?;C1|T1;1;C1;T1;"Alice Caldora; premio; anno 2016";"effetto da spiegare: Alice Caldora viene premiata nel 2016; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto; individuare un antecedente o stato direttamente osservabile/esplicitamente disponibile; verificare il nesso causale senza attribuire intenzioni o motivazioni non supportate";collegamento causale diretto tra un antecedente esplicito e una conseguenza esplicita, con al massimo due unità di evidenza;two_intervals;2;parzialmente implicita;moderata;"[""causale"", ""temporale""]"
video016.mp4;1;spaziale;Dove viene messo il pepe macinato al momento?;S1|T0;1;S1;T0;pepe macinato al momento;"evento: aggiunta del pepe macinato; localizzazione della pietanza o del recipiente";"riconoscere l'evento o la relazione spaziale pertinente; allineare il referente all'intervallo locale; recuperare origine, destinazione, direzione, supporto o posizione richiesta";una relazione spaziale esplicita o una localizzazione condizionata da un singolo evento osservabile nello stesso intervallo locale;local_interval;1;esplicita;moderata;"[""spaziale"", ""temporale""]"
video016.mp4;2;temporale;Il pepe viene macinato prima o dopo che si mette a fare il brodo vegetale?;T1;1;T1;;"pepe; brodo vegetale; uomo che cucina";"evento A: il pepe viene macinato; evento B: viene messo a fare il brodo vegetale";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
video016.mp4;3;causale;Perché l'uomo taglia una quantità superiore di sedano?;C2|T1;2;C2;T1;"uomo che cucina; sedano; quantità necessaria; brodo o preparazione";"effetto da spiegare: l'uomo taglia più sedano; causa/antecedente: da identificare nell'evidenza disponibile";"riconoscere l'effetto o comportamento da spiegare; recuperare il contesto pertinente; inferire la causa/intenzione/motivazione solo se supportata dalle evidenze; evitare di colmare lacune con conoscenza non presente nel video";la risposta richiede almeno un passaggio inferenziale implicito su motivazione, intenzione, stato mentale, valutazione sociale, finalità procedurale o relazione causale non direttamente osservabile;two_intervals;2;implicita;moderata;"[""causale"", ""temporale""]"
video017.mp4;1;spaziale;Dove si trovano le biglie?;S0;0;S0;;"biglie; contenitore o superficie in cui si trovano";localizzazione delle biglie;"identificare il referente target; recuperare una singola evidenza spaziale direttamente osservabile; restituire la localizzazione senza confronto tra fasi";"recupero spaziale diretto da una singola evidenza stabile; nessun confronto temporale o ricostruzione di stato";single_frame;1;esplicita;nessuna;"[""spaziale""]"
video017.mp4;2;temporale;La donna guarda la foto prima o dopo aver chiuso il manuale?;T1;1;T1;;"donna; foto; manuale";"evento A: la donna guarda la foto; evento B: la donna chiude il manuale";"riconoscere i due eventi oppure l'evento e l'ancora temporale; localizzarli nella sequenza; determinare la relazione prima/dopo, primo/secondo, corrente/precedente o il momento richiesto";localizzazione rispetto a un'ancora temporale esplicita oppure ordinamento pairwise tra due eventi/stati direttamente identificabili;two_intervals;2;esplicita;alta;"[""temporale""]"
